latitude,longitude,data,bright_ti4,bright_ti5,frp,scan,track,confidence_num,daynight_num,fonte,classe,data_original,ano,mes,dia,dia_do_ano,risco_fogo,diferenca_brilho,temperatura,umidade,vento,chuva
5.670147582698924,-68.52006083243879,2024-03-27,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-03-27,2024,3,27,87,0.0,0.0,,,,
-3.065258317202435,-44.40656654421373,2025-05-26,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-05-26,2025,5,26,146,0.0,0.0,,,,
-13.932029989406065,-34.58194143278864,2026-04-24,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-04-24,2026,4,24,114,0.0,0.0,,,,
-31.68546325813468,-43.07273809235887,2026-04-13,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-04-13,2026,4,13,103,0.0,0.0,,,,
-22.06800743461761,-71.89112424434029,2025-05-07,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-05-07,2025,5,7,127,0.0,0.0,,,,
-25.2269908,-64.5911956,2026-02-05,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2026-02-05T20:00:00Z,2026,2,5,36,0.0,0.0,,,,
-28.648408464946144,-35.39630075433381,2025-02-28,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-02-28,2025,2,28,59,0.0,0.0,,,,
-9.338775233266992,-71.59001502497992,2026-10-02,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-10-02,2026,10,2,275,0.0,0.0,,,,
-11.61722,-55.18255,2026-06-03,299.63,278.04,0.49,0.39,0.36,60,0,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,17977.8,21.589999999999975,,,,
-29.46405,-59.71655,2026-06-04,333.57,282.12,2.64,0.34,0.56,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,20014.2,51.44999999999999,,,,
-17.48875,-59.51867,2026-06-05,332.1,290.09,5.11,0.65,0.73,60,0,NASA_FIRMS,queimada,2026-06-05,2026,6,5,156,19926.0,42.01000000000005,,,,
-9.64982,-37.30603,2026-06-02,333.27,304.91,2.25,0.4,0.37,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,19996.199999999997,28.359999999999957,,,,
-14.522539372219914,-70.3296383025271,2026-04-02,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-04-02,2026,4,2,92,0.0,0.0,,,,
-14.34131,-58.43544,2026-06-02,345.2,302.88,8.83,0.55,0.43,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,20712.0,42.31999999999999,,,,
-31.4192355598864,-60.85867176533981,2024-01-25,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-01-25,2024,1,25,25,0.0,0.0,,,,
-22.90844,-43.73225,2026-06-05,318.2,287.25,3.43,0.47,0.39,60,0,NASA_FIRMS,queimada,2026-06-05,2026,6,5,156,19092.0,30.94999999999999,,,,
-4.870454344360134,-38.02973388147201,2024-08-21,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-08-21,2024,8,21,234,0.0,0.0,,,,
-27.1774223,26.1125347,2026-04-30,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2026-04-30T20:00:00Z,2026,4,30,120,0.0,0.0,,,,
-2.794199668957077,-40.48405814108671,2025-02-12,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-02-12,2025,2,12,43,0.0,0.0,,,,
-20.24002,-40.24219,2026-06-02,348.52,297.61,9.49,0.49,0.4,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,20911.199999999997,50.90999999999997,,,,
-28.661,-59.14567,2026-06-04,325.04,293.1,3.8,0.61,0.53,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,19502.4,31.939999999999998,,,,
-12.44324,-58.47466,2026-06-04,352.46,309.38,51.0,0.53,0.42,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,21147.6,43.079999999999984,,,,
12.11703505,-14.1762505779696,2025-09-24,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-09-24T20:00:00Z,2025,9,24,267,0.0,0.0,,,,
21.3007538,105.1349604,2025-07-20,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-07-20T20:00:00Z,2025,7,20,201,0.0,0.0,,,,
49.163877,-123.938122,2026-01-10,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2026-01-10T20:00:00Z,2026,1,10,10,0.0,0.0,,,,
42.389633,18.9246085,2026-01-04,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2026-01-04T20:00:00Z,2026,1,4,4,0.0,0.0,,,,
-26.323780256762248,-37.72904131936612,2026-05-10,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-05-10,2026,5,10,130,0.0,0.0,,,,
-30.582348879154157,-69.40865965069922,2025-12-04,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-12-04,2025,12,4,338,0.0,0.0,,,,
-17.90756185,140.933684044475,2025-12-27,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-12-27T20:00:00Z,2025,12,27,361,0.0,0.0,,,,
47.4036425,8.5465866,2025-08-31,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-08-31T20:00:00Z,2025,8,31,243,0.0,0.0,,,,
-23.2925,-56.62972,2026-06-03,306.74,287.3,0.83,0.38,0.36,60,0,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,18404.4,19.439999999999998,,,,
-11.57062,-54.58797,2026-06-05,299.92,288.49,3.21,0.41,0.61,60,0,NASA_FIRMS,queimada,2026-06-05,2026,6,5,156,17995.2,11.430000000000007,,,,
-10.86343,-53.74507,2026-06-03,355.39,307.63,7.12,0.41,0.45,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,21323.399999999998,47.75999999999999,,,,
42.4668541,1.4923277,2025-06-22,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-06-22T20:00:00Z,2025,6,22,173,0.0,0.0,,,,
-6.7988941,107.5356259,2025-12-29,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-12-29T20:00:00Z,2025,12,29,363,0.0,0.0,,,,
27.505987943711,83.768356129422,2025-06-17,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-06-17T20:00:00Z,2025,6,17,168,0.0,0.0,,,,
-24.09777,-56.04195,2026-06-04,333.25,297.98,8.66,0.53,0.42,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,19995.0,35.26999999999998,,,,
-11.74595,-54.78407,2026-06-03,334.21,302.64,8.1,0.52,0.42,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,20052.6,31.569999999999993,,,,
35.034477,32.426471,2025-12-06,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-12-06T20:00:00Z,2025,12,6,340,0.0,0.0,,,,
-28.81266,-55.47607,2026-06-03,331.44,297.87,5.9,0.39,0.36,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,19886.4,33.56999999999999,,,,
-10.34221,-49.92382,2026-06-02,334.85,297.39,5.41,0.5,0.66,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,20091.0,37.460000000000036,,,,
-31.012782051964383,-49.06715623643909,2024-10-13,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-10-13,2024,10,13,287,0.0,0.0,,,,
-32.11995807428574,-72.46096691345136,2026-10-01,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-10-01,2026,10,1,274,0.0,0.0,,,,
-14.16002,-58.99788,2026-06-03,332.87,296.87,3.65,0.39,0.36,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,19972.2,36.0,,,,
-12.56354,-48.34886,2026-06-04,307.75,290.97,1.3,0.39,0.36,60,0,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,18465.0,16.779999999999973,,,,
-33.912907,24.849839,2026-06-02,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2026-06-02T20:00:00Z,2026,6,2,153,0.0,0.0,,,,
50.78611345,-116.790900518782,2025-08-15,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-08-15T20:00:00Z,2025,8,15,227,0.0,0.0,,,,
-10.90338,-46.99797,2026-06-02,208.0,307.5,129.69,0.32,0.55,30,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,6240.0,-99.5,,,,
43.757456,-0.574187,2025-12-03,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-12-03T20:00:00Z,2025,12,3,337,0.0,0.0,,,,
-31.06169737096395,-67.80772490990647,2026-02-02,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-02-02,2026,2,2,33,0.0,0.0,,,,
27.5239005,57.8771387,2025-07-06,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-07-06T20:00:00Z,2025,7,6,187,0.0,0.0,,,,
35.9607535,0.9180664,2025-10-26,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-10-26T20:00:00Z,2025,10,26,299,0.0,0.0,,,,
-29.11268,-58.53544,2026-06-02,332.69,282.28,4.44,0.39,0.36,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,19961.4,50.410000000000025,,,,
47.3481615,-1.8727461,2025-09-01,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-09-01T20:00:00Z,2025,9,1,244,0.0,0.0,,,,
-1.0232222736710597,-44.33023438983525,2024-07-18,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-07-18,2024,7,18,200,0.0,0.0,,,,
-16.51566,-59.27784,2026-06-03,332.63,303.95,3.96,0.4,0.37,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,19957.8,28.680000000000007,,,,
-27.06985,-61.10201,2026-06-04,329.13,293.09,1.62,0.39,0.59,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,19747.8,36.04000000000002,,,,
43.29548,-2.9900933,2025-06-24,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-06-24T20:00:00Z,2025,6,24,175,0.0,0.0,,,,
-8.275946,-77.2962826,2026-03-05,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2026-03-05T20:00:00Z,2026,3,5,64,0.0,0.0,,,,
5.62188,-69.09361,2026-06-02,348.61,292.76,9.15,0.4,0.37,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,20916.600000000002,55.85000000000002,,,,
44.5507941,26.0729271,2025-07-21,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-07-21T06:00:00Z,2025,7,21,202,0.0,0.0,,,,
11.9566972,34.122894,2025-07-31,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-07-31T20:00:00Z,2025,7,31,212,0.0,0.0,,,,
-29.0177384,-57.8869739,2025-10-15,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-10-15T20:00:00Z,2025,10,15,288,0.0,0.0,,,,
33.215441,7.15532139909832,2025-12-16,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-12-16T20:00:00Z,2025,12,16,350,0.0,0.0,,,,
-14.34007472777306,-37.488701142433776,2024-01-10,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-01-10,2024,1,10,10,0.0,0.0,,,,
-12.5515,-57.17814,2026-06-03,342.96,310.47,4.74,0.4,0.37,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,20577.6,32.48999999999995,,,,
-17.71588,-60.36824,2026-06-02,332.73,299.53,3.15,0.41,0.37,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,19963.800000000003,33.200000000000045,,,,
-28.18242213245645,-59.86820140906636,2024-02-13,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-02-13,2024,2,13,44,0.0,0.0,,,,
-2.672761638347172,-37.43357871705626,2024-01-25,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-01-25,2024,1,25,25,0.0,0.0,,,,
-12.2075,-57.28687,2026-06-04,316.67,292.32,14.73,0.58,0.52,60,0,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,19000.2,24.350000000000023,,,,
-10.87409,-53.77881,2026-06-03,309.94,290.57,0.77,0.38,0.36,60,0,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,18596.4,19.370000000000005,,,,
-17.49772,-59.55284,2026-06-04,330.71,301.99,4.06,0.48,0.48,30,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,9921.3,28.71999999999997,,,,
-18.76503448342358,-64.2241169307851,2024-11-09,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-11-09,2024,11,9,314,0.0,0.0,,,,
-9.59515,-48.11922,2026-06-03,337.43,291.52,6.79,0.51,0.66,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,20245.8,45.910000000000025,,,,
31.0708586,35.0412455,2026-03-24,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2026-03-24T20:00:00Z,2026,3,24,83,0.0,0.0,,,,
10.7203862,-85.4098062,2025-09-11,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-09-11T20:00:00Z,2025,9,11,254,0.0,0.0,,,,
5.917487702737319,-57.724603552114885,2026-07-11,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-07-11,2026,7,11,192,0.0,0.0,,,,
-6.860168703351423,-67.62859291043092,2024-03-30,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-03-30,2024,3,30,90,0.0,0.0,,,,
-18.23114,-59.87071,2026-06-03,330.42,297.71,2.8,0.42,0.38,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,19825.2,32.710000000000036,,,,
-5.52947,-48.52843,2026-06-03,335.54,290.09,5.59,0.56,0.69,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,20132.4,45.450000000000045,,,,
-8.50928,-46.43179,2026-06-02,356.29,296.28,22.34,0.55,0.51,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,21377.4,60.01000000000005,,,,
5.256242771931099,-70.4756153677227,2024-02-29,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-02-29,2024,2,29,60,0.0,0.0,,,,
-8.39221,-47.56018,2026-06-03,334.87,289.8,9.36,0.58,0.7,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,20092.2,45.06999999999999,,,,
-16.443473,-39.064251,2025-10-23,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-10-23T20:00:00Z,2025,10,23,296,0.0,0.0,,,,
-12.44072,-58.46973,2026-06-05,310.14,287.68,3.3,0.7,0.75,60,0,NASA_FIRMS,queimada,2026-06-05,2026,6,5,156,18608.399999999998,22.45999999999998,,,,
-29.295258381407017,-46.47828357387999,2024-12-24,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-12-24,2024,12,24,359,0.0,0.0,,,,
-2.55260945,32.9099771235769,2026-03-09,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2026-03-09T20:00:00Z,2026,3,9,68,0.0,0.0,,,,
-5.93114,-43.34652,2026-06-03,337.58,294.02,3.25,0.33,0.55,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,20254.8,43.56,,,,
-21.32207,-61.0376,2026-06-05,300.0,287.98,1.01,0.45,0.63,60,0,NASA_FIRMS,queimada,2026-06-05,2026,6,5,156,18000.0,12.019999999999982,,,,
-31.18394,-55.72552,2026-06-03,333.22,295.52,9.08,0.4,0.37,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,19993.2,37.700000000000045,,,,
9.5129772,12.3881887,2025-08-30,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-08-30T20:00:00Z,2025,8,30,242,0.0,0.0,,,,
-16.54987,-59.29111,2026-06-05,307.61,289.51,2.06,0.51,0.66,60,0,NASA_FIRMS,queimada,2026-06-05,2026,6,5,156,18456.600000000002,18.100000000000023,,,,
-16.09116,-61.82928,2026-06-02,343.56,296.63,6.39,0.39,0.36,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,20613.6,46.93000000000001,,,,
-13.222785602929768,-65.04893371629181,2026-10-23,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-10-23,2026,10,23,296,0.0,0.0,,,,
18.7544594,100.624804,2025-07-08,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-07-08T20:00:00Z,2025,7,8,189,0.0,0.0,,,,
5.846248861071743,-63.16644388622576,2025-04-17,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-04-17,2025,4,17,107,0.0,0.0,,,,
-14.939042334415326,-65.57102066853253,2026-07-13,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-07-13,2026,7,13,194,0.0,0.0,,,,
-25.33148,-42.69241,2026-06-04,341.91,291.93,9.76,0.56,0.51,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,20514.600000000002,49.98000000000002,,,,
-16.17526,-61.1413,2026-06-03,339.05,306.26,7.81,0.46,0.39,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,20343.0,32.79000000000002,,,,
-7.244014762737841,-42.89095530571859,2024-07-15,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-07-15,2024,7,15,197,0.0,0.0,,,,
3.48261685309177,-58.43016553953428,2024-11-23,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-11-23,2024,11,23,328,0.0,0.0,,,,
14.302152,-90.393909320155,2025-09-01,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-09-01T20:00:00Z,2025,9,1,244,0.0,0.0,,,,
-19.439100724990404,-62.86290217561389,2026-11-09,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-11-09,2026,11,9,313,0.0,0.0,,,,
-12.20649,-57.29235,2026-06-04,315.34,292.92,14.99,0.58,0.52,60,0,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,18920.399999999998,22.41999999999996,,,,
-25.44136089074911,-34.169188429393714,2024-12-02,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-12-02,2024,12,2,337,0.0,0.0,,,,
-13.92348,-65.7485,2026-06-04,340.21,292.97,9.55,0.55,0.68,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,20412.6,47.23999999999995,,,,
-17.467339937420842,-48.504145682586696,2026-03-04,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-03-04,2026,3,4,63,0.0,0.0,,,,
1.2020809431965347,-54.53389678102586,2024-09-24,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-09-24,2024,9,24,268,0.0,0.0,,,,
43.53659425,16.2990687216317,2025-09-22,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-09-22T20:00:00Z,2025,9,22,265,0.0,0.0,,,,
-23.89748,-61.49999,2026-06-04,328.82,292.49,22.49,0.73,0.76,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,19729.2,36.329999999999984,,,,
-11.74684,-57.82993,2026-06-04,335.72,297.46,5.84,0.48,0.4,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,20143.2,38.26000000000005,,,,
-11.32915,-53.9571,2026-06-03,305.57,291.23,1.21,0.38,0.36,60,0,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,18334.2,14.339999999999975,,,,
-17.6912922,24.1377371,2026-03-14,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2026-03-14T20:00:00Z,2026,3,14,73,0.0,0.0,,,,
-7.00328,-45.00694,2026-06-03,331.4,296.46,13.09,0.44,0.62,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,19884.0,34.94,,,,
0.4696649931285463,-65.34828401173601,2025-02-19,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-02-19,2025,2,19,50,0.0,0.0,,,,
-29.86738,-51.52603,2026-06-03,334.4,293.27,3.51,0.44,0.38,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,20064.0,41.129999999999995,,,,
-12.124088369554606,-37.3898406405396,2026-01-07,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-01-07,2026,1,7,7,0.0,0.0,,,,
-10.5357,-46.62967,2026-06-03,305.2,291.39,1.46,0.53,0.5,60,0,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,18312.0,13.810000000000002,,,,
33.712802,71.2678805,2026-03-24,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2026-03-24T20:00:00Z,2026,3,24,83,0.0,0.0,,,,
-15.180808955488803,-46.10583671766484,2025-09-15,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-09-15,2025,9,15,258,0.0,0.0,,,,
38.9023184,-86.0650856,2026-03-04,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2026-03-04T20:00:00Z,2026,3,4,63,0.0,0.0,,,,
-21.871984977980627,-41.47531435044132,2026-03-13,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-03-13,2026,3,13,72,0.0,0.0,,,,
-11.13892,-45.14712,2026-06-03,318.92,287.98,0.95,0.34,0.56,60,0,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,19135.2,30.939999999999998,,,,
11.2320944,-74.1950916,2025-08-01,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-08-01T20:00:00Z,2025,8,1,213,0.0,0.0,,,,
-12.228494010672236,-51.48862828609167,2026-09-21,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-09-21,2026,9,21,264,0.0,0.0,,,,
-7.489351803218863,-61.236338163106446,2025-11-23,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-11-23,2025,11,23,327,0.0,0.0,,,,
37.40675795,-5.9868499784072,2025-10-27,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-10-27T20:00:00Z,2025,10,27,300,0.0,0.0,,,,
-13.73963896639554,-44.5671155727792,2026-11-15,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-11-15,2026,11,15,319,0.0,0.0,,,,
20.5922997,-100.3917424,2025-06-14,0.0,0.0,0.0,0.0,0.0,0,0,NASA_EONET,enchente,2025-06-14T20:00:00Z,2025,6,14,165,0.0,0.0,,,,
